signal_i,entry_i,exit_i,signal_dt,entry_dt,exit_target_dt,session,hour,signal_open,signal_high,signal_low,signal_close,pdh,pdl,prev_range,break_above_pdh,close_above_pdh,variant,side,status,entry_price,entry_price_source,exit_price,gross_ret,net_x1,net_x2,net_x4,mfe,mae,minutes_observed
58770,58771,58803,2024-09-10 07:00:00+00:00,2024-09-10 07:15:00+00:00,2024-09-10 15:15:00+00:00,london,7,2502.56,2503.51,2502.4,2502.51,2498.08,2495.41,2.6700000000000728,5.43,4.43,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2502.52,m15_exact_open,2506.33,3.81,3.46,3.11,2.41,7.13,2.39,480
58806,58807,58839,2024-09-10 16:00:00+00:00,2024-09-10 16:15:00+00:00,2024-09-11 00:15:00+00:00,new_york,16,2510.64,2514.18,2509.31,2513.75,2498.08,2495.41,2.6700000000000728,16.1,15.67,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2513.77,m15_exact_open,2517.53,3.76,3.41,3.06,2.36,4.65,12.91,480
58866,58867,58899,2024-09-11 07:00:00+00:00,2024-09-11 07:15:00+00:00,2024-09-11 15:15:00+00:00,london,7,2518.82,2519.92,2518.68,2519.64,2507.1,2485.35,21.75,12.82,12.54,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2519.66,m15_exact_open,2519.52,-0.14,-0.49,-0.84,-1.54,9.29,1.17,480
58902,58903,58935,2024-09-11 16:00:00+00:00,2024-09-11 16:15:00+00:00,2024-09-12 00:15:00+00:00,new_york,16,2503.08,2510.49,2501.96,2508.99,2507.1,2485.35,21.75,3.39,1.89,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2509.27,m15_exact_open,2512.16,2.89,2.54,2.19,1.49,10.76,8.42,480
58970,58971,59003,2024-09-12 09:00:00+00:00,2024-09-12 09:15:00+00:00,2024-09-12 17:15:00+00:00,london,9,2518.52,2520.31,2518.4,2520.2,2518.42,2500.13,18.289999999999964,1.89,1.78,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2520.26,m15_exact_open,2544.91,24.65,24.3,23.95,23.25,31.39,7.24,480
59058,59059,59091,2024-09-13 07:00:00+00:00,2024-09-13 07:15:00+00:00,2024-09-13 15:15:00+00:00,london,7,2566.71,2568.06,2566.41,2567.68,2528.95,2500.85,28.09999999999991,39.11,38.73,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2567.69,m15_exact_open,2567.51,-0.18,-0.53,-0.88,-1.58,5.31,4.67,480
59094,59095,59127,2024-09-13 16:00:00+00:00,2024-09-13 16:15:00+00:00,2024-09-15 23:00:00+00:00,new_york,16,2571.33,2576.14,2571.23,2574.5,2528.95,2500.85,28.09999999999991,47.19,45.55,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2574.49,m15_exact_open,2578.3,3.81,3.46,3.11,2.41,11.6,1.31,3285
59165,59166,59198,2024-09-16 08:30:00+00:00,2024-09-16 08:45:00+00:00,2024-09-16 16:45:00+00:00,london,8,2586.15,2588.58,2586.08,2587.58,2586.09,2556.72,29.370000000000346,2.49,1.49,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2587.59,m15_exact_open,2583.43,-4.16,-4.51,-4.86,-5.56,2.02,12.28,480
59264,59265,59297,2024-09-17 09:15:00+00:00,2024-09-17 09:30:00+00:00,2024-09-17 17:30:00+00:00,london,9,2579.87,2582.66,2579.55,2582.63,2580.46,2577.63,2.8299999999999272,2.2,2.17,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2582.63,m15_exact_open,2577.65,-4.98,-5.33,-5.68,-6.38,4.35,14.35,480
59469,59470,59502,2024-09-19 12:30:00+00:00,2024-09-19 12:45:00+00:00,2024-09-19 20:45:00+00:00,new_york,12,2586.05,2592.34,2585.96,2591.17,2586.98,2560.76,26.2199999999998,5.36,4.19,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2591.14,m15_exact_open,2590.14,-1.0,-1.35,-1.7,-2.4,2.13,21.41,480
59555,59556,59588,2024-09-20 10:00:00+00:00,2024-09-20 10:15:00+00:00,2024-09-20 18:15:00+00:00,london,10,2600.06,2607.09,2599.85,2605.79,2600.06,2546.86,53.19999999999982,7.03,5.73,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2605.9,m15_exact_open,2612.86,6.96,6.61,6.26,5.56,13.37,3.4,480
59644,59645,59677,2024-09-23 07:00:00+00:00,2024-09-23 07:15:00+00:00,2024-09-23 15:15:00+00:00,london,7,2628.33,2629.02,2628.0,2628.31,2625.7,2584.91,40.789999999999964,3.32,2.61,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2628.31,m15_exact_open,2623.27,-5.04,-5.39,-5.74,-6.44,3.01,14.5,480
59681,59682,59714,2024-09-23 16:15:00+00:00,2024-09-23 16:30:00+00:00,2024-09-24 00:30:00+00:00,new_york,16,2625.77,2629.54,2625.55,2629.15,2625.7,2584.91,40.789999999999964,3.84,3.45,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2629.16,m15_exact_open,2626.19,-2.97,-3.32,-3.67,-4.37,5.66,3.43,480
59740,59741,59773,2024-09-24 07:00:00+00:00,2024-09-24 07:15:00+00:00,2024-09-24 15:15:00+00:00,london,7,2635.26,2635.55,2633.98,2634.18,2622.07,2618.45,3.6200000000003456,13.48,12.11,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2634.16,m15_exact_open,2625.27,-8.89,-9.24,-9.59,-10.29,5.96,11.59,480
59776,59777,59809,2024-09-24 16:00:00+00:00,2024-09-24 16:15:00+00:00,2024-09-25 00:15:00+00:00,new_york,16,2628.43,2633.87,2626.28,2633.22,2622.07,2618.45,3.6200000000003456,11.8,11.15,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2633.19,m15_exact_open,2657.72,24.53,24.18,23.83,23.13,31.15,1.49,480
59836,59837,59869,2024-09-25 07:00:00+00:00,2024-09-25 07:15:00+00:00,2024-09-25 15:15:00+00:00,london,7,2661.84,2661.94,2660.36,2661.53,2634.82,2613.81,21.01000000000022,27.12,26.71,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2661.54,m15_exact_open,2659.54,-2.0,-2.35,-2.7,-3.4,-0.74,10.0,480
59872,59873,59905,2024-09-25 16:00:00+00:00,2024-09-25 16:15:00+00:00,2024-09-26 00:15:00+00:00,new_york,16,2657.93,2660.34,2657.43,2659.28,2634.82,2613.81,21.01000000000022,25.52,24.46,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2659.3,m15_exact_open,2657.4,-1.9,-2.25,-2.6,-3.3,8.13,9.51,480
59948,59949,59981,2024-09-26 11:00:00+00:00,2024-09-26 11:15:00+00:00,2024-09-26 19:15:00+00:00,london,11,2663.81,2666.89,2663.63,2665.21,2664.34,2622.57,41.76999999999998,2.55,0.87,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2665.18,m15_exact_open,2666.89,1.71,1.36,1.01,0.31,20.4,10.41,480
60028,60029,60061,2024-09-27 07:00:00+00:00,2024-09-27 07:15:00+00:00,2024-09-27 15:15:00+00:00,london,7,2673.7,2673.91,2672.61,2673.21,2670.62,2649.79,20.829999999999927,3.29,2.59,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2673.22,m15_exact_open,2663.37,-9.85,-10.2,-10.55,-11.25,-1.77,14.88,480
60264,60265,60297,2024-10-01 16:45:00+00:00,2024-10-01 17:00:00+00:00,2024-10-02 01:00:00+00:00,new_york,16,2653.31,2668.0,2652.88,2664.27,2663.37,2657.12,6.25,4.63,0.9,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2664.34,m15_exact_open,2661.93,-2.41,-2.76,-3.11,-3.81,8.75,10.4,480
60517,60518,60550,2024-10-04 08:00:00+00:00,2024-10-04 08:15:00+00:00,2024-10-04 16:15:00+00:00,london,8,2663.69,2664.6,2663.07,2664.6,2663.15,2640.91,22.240000000000236,1.45,1.45,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2664.57,m15_exact_open,2649.61,-14.96,-15.31,-15.66,-16.36,3.3,32.75,480
60998,60999,61031,2024-10-11 07:00:00+00:00,2024-10-11 07:15:00+00:00,2024-10-11 15:15:00+00:00,london,7,2643.54,2646.06,2643.53,2644.9,2624.18,2604.95,19.230000000000018,21.88,20.72,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2644.9,m15_exact_open,2645.16,0.26,-0.09,-0.44,-1.14,2.22,8.77,480
61034,61035,61067,2024-10-11 16:00:00+00:00,2024-10-11 16:15:00+00:00,2024-10-13 23:00:00+00:00,new_york,16,2641.9,2643.72,2640.57,2643.35,2624.18,2604.95,19.230000000000018,19.54,19.17,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2643.5,m15_exact_open,2655.17,11.67,11.32,10.97,10.27,17.89,-2.63,3285
61109,61110,61142,2024-10-14 09:30:00+00:00,2024-10-14 09:45:00+00:00,2024-10-14 17:45:00+00:00,london,9,2658.51,2666.79,2658.51,2665.12,2661.39,2628.08,33.309999999999945,5.4,3.73,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2665.14,m15_exact_open,2648.96,-16.18,-16.53,-16.88,-17.58,0.2,19.06,480
61291,61292,61324,2024-10-16 07:00:00+00:00,2024-10-16 07:15:00+00:00,2024-10-16 15:15:00+00:00,london,7,2667.02,2667.79,2666.35,2667.64,2666.79,2643.13,23.659999999999854,1.0,0.85,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2667.63,m15_exact_open,2678.11,10.48,10.13,9.78,9.08,15.07,2.02,480
61327,61328,61360,2024-10-16 16:00:00+00:00,2024-10-16 16:15:00+00:00,2024-10-17 00:15:00+00:00,new_york,16,2679.9,2682.93,2679.51,2682.57,2666.79,2643.13,23.659999999999854,16.14,15.78,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2682.56,m15_exact_open,2673.83,-8.73,-9.08,-9.43,-10.13,2.76,16.75,479
61387,61388,61420,2024-10-17 07:00:00+00:00,2024-10-17 07:15:00+00:00,2024-10-17 15:15:00+00:00,london,7,2675.42,2677.45,2674.49,2676.78,2668.96,2637.85,31.110000000000127,8.49,7.82,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2676.78,m15_exact_open,2678.56,1.78,1.43,1.08,0.38,12.01,-0.11,480
61423,61424,61456,2024-10-17 16:00:00+00:00,2024-10-17 16:15:00+00:00,2024-10-18 00:15:00+00:00,new_york,16,2677.33,2681.69,2676.58,2679.83,2668.96,2637.85,31.110000000000127,12.73,10.87,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2679.87,m15_exact_open,2693.26,13.39,13.04,12.69,11.99,16.86,-1.34,480
61483,61484,61516,2024-10-18 07:00:00+00:00,2024-10-18 07:15:00+00:00,2024-10-18 15:15:00+00:00,london,7,2707.47,2710.85,2707.18,2710.19,2685.32,2658.76,26.559999999999945,25.53,24.87,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2710.19,m15_exact_open,2711.62,1.43,1.08,0.73,0.03,3.89,8.44,480
61519,61520,61552,2024-10-18 16:00:00+00:00,2024-10-18 16:15:00+00:00,2024-10-20 23:00:00+00:00,new_york,16,2713.87,2714.17,2709.06,2711.35,2685.32,2658.76,26.559999999999945,28.85,26.03,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2711.35,m15_exact_open,2720.69,9.34,8.99,8.64,7.94,11.07,6.4,3285
61584,61585,61617,2024-10-21 07:00:00+00:00,2024-10-21 07:15:00+00:00,2024-10-21 15:15:00+00:00,london,7,2730.99,2732.3,2730.56,2731.6,2722.42,2691.62,30.800000000000182,9.88,9.18,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2731.61,m15_exact_open,2735.49,3.88,3.53,3.18,2.48,6.5,8.13,480
61620,61621,61653,2024-10-21 16:00:00+00:00,2024-10-21 16:15:00+00:00,2024-10-22 00:15:00+00:00,new_york,16,2739.23,2739.83,2736.53,2738.92,2722.42,2691.62,30.800000000000182,17.41,16.5,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2738.91,m15_exact_open,2721.24,-17.67,-18.02,-18.37,-19.07,1.65,24.88,480
61680,61681,61713,2024-10-22 07:00:00+00:00,2024-10-22 07:15:00+00:00,2024-10-22 15:15:00+00:00,london,7,2730.84,2731.89,2730.49,2731.29,2723.82,2719.29,4.5300000000002,8.07,7.47,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2731.29,m15_exact_open,2735.0,3.71,3.36,3.01,2.31,8.1,2.44,480
61716,61717,61749,2024-10-22 16:00:00+00:00,2024-10-22 16:15:00+00:00,2024-10-23 00:15:00+00:00,new_york,16,2737.49,2737.76,2735.4,2736.65,2723.82,2719.29,4.5300000000002,13.94,12.83,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2736.66,m15_exact_open,2747.87,11.21,10.86,10.51,9.81,12.18,2.89,480
61776,61777,61809,2024-10-23 07:00:00+00:00,2024-10-23 07:15:00+00:00,2024-10-23 15:15:00+00:00,london,7,2745.14,2746.99,2744.15,2746.27,2740.56,2714.03,26.529999999999745,6.43,5.71,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2746.27,m15_exact_open,2748.22,1.95,1.6,1.25,0.55,12.15,-0.82,480
61812,61813,61845,2024-10-23 16:00:00+00:00,2024-10-23 16:15:00+00:00,2024-10-24 00:15:00+00:00,new_york,16,2742.48,2744.1,2740.56,2741.84,2740.56,2714.03,26.529999999999745,3.54,1.28,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2741.78,m15_exact_open,2719.74,-22.04,-22.39,-22.74,-23.44,-1.29,33.28,480
62169,62170,62202,2024-10-29 07:00:00+00:00,2024-10-29 07:15:00+00:00,2024-10-29 15:15:00+00:00,london,7,2753.98,2755.37,2753.24,2755.32,2740.21,2730.2,10.010000000000218,15.16,15.11,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2755.34,m15_exact_open,2755.94,0.6,0.25,-0.1,-0.8,1.3,9.03,480
62205,62206,62238,2024-10-29 16:00:00+00:00,2024-10-29 16:15:00+00:00,2024-10-30 00:15:00+00:00,new_york,16,2760.72,2765.09,2759.47,2763.71,2740.21,2730.2,10.010000000000218,24.88,23.5,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2763.67,m15_exact_open,2772.95,9.28,8.93,8.58,7.88,11.44,2.88,480
62265,62266,62298,2024-10-30 07:00:00+00:00,2024-10-30 07:15:00+00:00,2024-10-30 15:15:00+00:00,london,7,2779.5,2780.94,2779.36,2780.06,2745.92,2724.73,21.190000000000055,35.02,34.14,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2780.07,m15_exact_open,2787.4,7.33,6.98,6.63,5.93,9.75,6.54,480
62301,62302,62334,2024-10-30 16:00:00+00:00,2024-10-30 16:15:00+00:00,2024-10-31 00:15:00+00:00,new_york,16,2773.65,2779.52,2771.46,2777.17,2745.92,2724.73,21.190000000000055,33.6,31.25,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2777.19,m15_exact_open,2786.68,9.49,9.14,8.79,8.09,12.8,5.26,480
62361,62362,62394,2024-10-31 07:00:00+00:00,2024-10-31 07:15:00+00:00,2024-10-31 15:15:00+00:00,london,7,2783.69,2785.06,2783.5,2784.27,2775.11,2739.7,35.41000000000031,9.95,9.16,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2784.27,m15_exact_open,2769.33,-14.94,-15.29,-15.64,-16.34,2.33,17.0,480
62666,62667,62699,2024-11-05 11:00:00+00:00,2024-11-05 11:15:00+00:00,2024-11-05 19:15:00+00:00,london,11,2739.49,2743.17,2739.14,2742.55,2740.11,2729.36,10.75,3.06,2.44,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2742.55,m15_exact_open,2742.08,-0.47,-0.82,-1.17,-1.87,7.33,9.75,480
63524,63525,63557,2024-11-18 07:00:00+00:00,2024-11-18 07:15:00+00:00,2024-11-18 15:15:00+00:00,london,7,2591.03,2592.93,2590.52,2591.19,2575.83,2554.54,21.289999999999964,17.1,15.36,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2591.17,m15_exact_open,2597.48,6.31,5.96,5.61,4.91,7.53,10.96,480
63560,63561,63593,2024-11-18 16:00:00+00:00,2024-11-18 16:15:00+00:00,2024-11-19 00:15:00+00:00,new_york,16,2603.02,2605.0,2602.79,2603.2,2575.83,2554.54,21.289999999999964,29.17,27.37,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2603.16,m15_exact_open,2611.16,8.0,7.65,7.3,6.6,11.84,0.06,480
63620,63621,63653,2024-11-19 07:00:00+00:00,2024-11-19 07:15:00+00:00,2024-11-19 15:15:00+00:00,london,7,2623.93,2625.07,2622.24,2622.27,2575.38,2562.15,13.230000000000018,49.69,46.89,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2622.25,m15_exact_open,2637.58,15.33,14.98,14.63,13.93,17.14,4.48,480
63656,63657,63689,2024-11-19 16:00:00+00:00,2024-11-19 16:15:00+00:00,2024-11-20 00:15:00+00:00,new_york,16,2633.65,2636.91,2632.47,2635.14,2575.38,2562.15,13.230000000000018,61.53,59.76,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2635.01,m15_exact_open,2636.26,1.25,0.9,0.55,-0.15,1.6,14.05,480
63716,63717,63749,2024-11-20 07:00:00+00:00,2024-11-20 07:15:00+00:00,2024-11-20 15:15:00+00:00,london,7,2636.58,2637.17,2636.22,2636.43,2615.0,2562.15,52.84999999999991,22.17,21.43,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2636.51,m15_exact_open,2634.08,-2.43,-2.78,-3.13,-3.83,1.93,17.81,480
63752,63753,63785,2024-11-20 16:00:00+00:00,2024-11-20 16:15:00+00:00,2024-11-21 00:15:00+00:00,new_york,16,2635.39,2636.64,2633.38,2635.13,2615.0,2562.15,52.84999999999991,21.64,20.13,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2635.16,m15_exact_open,2652.25,17.09,16.74,16.39,15.69,20.18,-0.35,480
63812,63813,63845,2024-11-21 07:00:00+00:00,2024-11-21 07:15:00+00:00,2024-11-21 15:15:00+00:00,london,7,2658.55,2658.62,2656.63,2656.73,2639.39,2610.21,29.179999999999836,19.23,17.34,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2656.68,m15_exact_open,2667.44,10.76,10.41,10.06,9.36,16.76,2.07,480
63848,63849,63881,2024-11-21 16:00:00+00:00,2024-11-21 16:15:00+00:00,2024-11-22 00:15:00+00:00,new_york,16,2666.25,2666.99,2664.03,2666.33,2639.39,2610.21,29.179999999999836,27.6,26.94,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2666.34,m15_exact_open,2671.46,5.12,4.77,4.42,3.72,6.95,5.03,480
63908,63909,63941,2024-11-22 07:00:00+00:00,2024-11-22 07:15:00+00:00,2024-11-22 15:15:00+00:00,london,7,2685.51,2692.29,2685.5,2687.32,2655.34,2618.7,36.64000000000033,36.95,31.98,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2687.33,m15_exact_open,2698.03,10.7,10.35,10.0,9.3,22.74,4.22,480
63944,63945,63977,2024-11-22 16:00:00+00:00,2024-11-22 16:15:00+00:00,2024-11-24 23:00:00+00:00,new_york,16,2691.73,2695.11,2689.39,2691.89,2655.34,2618.7,36.64000000000033,39.77,36.55,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2691.89,m15_exact_open,2713.84,21.95,21.6,21.25,20.55,23.67,7.4,3285
64313,64314,64346,2024-11-28 11:00:00+00:00,2024-11-28 11:15:00+00:00,2024-11-28 19:15:00+00:00,london,11,2640.73,2646.24,2640.02,2644.77,2641.7,2604.93,36.76999999999998,4.54,3.07,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2644.76,m15_exact_open,2641.35,-3.41,-3.76,-4.11,-4.81,4.81,8.5,480
64388,64389,64421,2024-11-29 07:00:00+00:00,2024-11-29 07:15:00+00:00,2024-11-29 15:15:00+00:00,london,7,2659.77,2661.07,2659.31,2659.88,2658.2,2626.87,31.329999999999927,2.87,1.68,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2659.85,m15_exact_open,2659.0,-0.85,-1.2,-1.55,-2.25,6.51,5.3,480
64424,64425,64457,2024-11-29 16:00:00+00:00,2024-11-29 16:15:00+00:00,2024-12-02 01:15:00+00:00,new_york,16,2657.5,2659.8,2656.21,2659.55,2658.2,2626.87,31.329999999999927,1.6,1.35,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2659.55,m15_exact_open,2648.62,-10.93,-11.28,-11.63,-12.33,2.73,29.41,3420
64612,64613,64645,2024-12-03 16:00:00+00:00,2024-12-03 16:15:00+00:00,2024-12-04 00:15:00+00:00,new_york,16,2647.55,2654.12,2647.27,2653.53,2652.38,2642.96,9.420000000000073,1.74,1.15,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2653.55,m15_exact_open,2642.33,-11.22,-11.57,-11.92,-12.62,2.0,18.34,480
64975,64976,65008,2024-12-09 09:30:00+00:00,2024-12-09 09:45:00+00:00,2024-12-09 17:45:00+00:00,london,9,2644.25,2647.92,2644.05,2647.79,2645.7,2612.13,33.56999999999971,2.22,2.09,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2647.8,m15_exact_open,2670.02,22.22,21.87,21.52,20.82,28.57,1.71,480
65061,65062,65094,2024-12-10 07:00:00+00:00,2024-12-10 07:15:00+00:00,2024-12-10 15:15:00+00:00,london,7,2671.78,2671.78,2669.54,2669.63,2648.22,2634.88,13.33999999999969,23.56,21.41,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2669.75,m15_exact_open,2673.35,3.6,3.25,2.9,2.2,9.16,8.57,480
65097,65098,65130,2024-12-10 16:00:00+00:00,2024-12-10 16:15:00+00:00,2024-12-11 00:15:00+00:00,new_york,16,2678.4,2681.94,2676.83,2681.53,2648.22,2634.88,13.33999999999969,33.72,33.31,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2681.52,m15_exact_open,2694.84,13.32,12.97,12.62,11.92,14.53,0.48,480
65157,65158,65190,2024-12-11 07:00:00+00:00,2024-12-11 07:15:00+00:00,2024-12-11 15:15:00+00:00,london,7,2683.97,2685.71,2682.72,2684.43,2676.37,2627.52,48.84999999999991,9.34,8.06,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2684.49,m15_exact_open,2697.49,13.0,12.65,12.3,11.6,15.33,8.93,480
65193,65194,65226,2024-12-11 16:00:00+00:00,2024-12-11 16:15:00+00:00,2024-12-12 00:15:00+00:00,new_york,16,2699.99,2702.08,2698.03,2701.49,2676.37,2627.52,48.84999999999991,25.71,25.12,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2701.51,m15_exact_open,2720.19,18.68,18.33,17.98,17.28,19.55,4.96,480
65253,65254,65286,2024-12-12 07:00:00+00:00,2024-12-12 07:15:00+00:00,2024-12-12 15:15:00+00:00,london,7,2712.72,2713.58,2711.61,2712.12,2696.05,2657.93,38.120000000000346,17.53,16.07,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2712.18,m15_exact_open,2702.86,-9.32,-9.67,-10.02,-10.72,8.14,9.43,480
65289,65290,65322,2024-12-12 16:00:00+00:00,2024-12-12 16:15:00+00:00,2024-12-13 00:15:00+00:00,new_york,16,2703.44,2706.57,2697.03,2697.24,2696.05,2657.93,38.120000000000346,10.52,1.19,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2697.24,m15_exact_open,2679.99,-17.25,-17.6,-17.95,-18.65,-5.55,22.34,480
65548,65549,65581,2024-12-17 07:30:00+00:00,2024-12-17 07:45:00+00:00,2024-12-17 15:45:00+00:00,london,7,2651.22,2653.92,2650.62,2653.84,2652.85,2648.28,4.569999999999709,1.07,0.99,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2653.82,m15_exact_open,2641.99,-11.83,-12.18,-12.53,-13.23,3.04,17.81,480
66116,66117,66149,2024-12-26 07:00:00+00:00,2024-12-26 07:15:00+00:00,2024-12-26 15:15:00+00:00,london,7,2628.69,2628.79,2627.28,2627.48,2621.25,2609.98,11.269999999999982,7.54,6.23,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2627.41,m15_exact_open,2630.32,2.91,2.56,2.21,1.51,3.69,3.78,480
66152,66153,66185,2024-12-26 16:00:00+00:00,2024-12-26 16:15:00+00:00,2024-12-27 00:15:00+00:00,new_york,16,2624.04,2624.19,2621.71,2623.43,2621.25,2609.98,11.269999999999982,2.94,2.18,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2623.41,m15_exact_open,2633.54,10.13,9.78,9.43,8.73,15.61,-1.04,480
66212,66213,66245,2024-12-27 07:00:00+00:00,2024-12-27 07:15:00+00:00,2024-12-27 15:15:00+00:00,london,7,2633.53,2634.04,2633.1,2633.29,2620.4,2612.88,7.519999999999982,13.64,12.89,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2633.29,m15_exact_open,2625.98,-7.31,-7.66,-8.01,-8.71,5.04,11.77,480
66506,66507,66539,2025-01-02 07:00:00+00:00,2025-01-02 07:15:00+00:00,2025-01-02 15:15:00+00:00,london,7,2631.52,2634.32,2631.39,2634.28,2627.57,2602.59,24.980000000000018,6.75,6.71,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2634.29,m15_exact_open,2638.71,4.42,4.07,3.72,3.02,12.22,3.04,480
66542,66543,66575,2025-01-02 16:00:00+00:00,2025-01-02 16:15:00+00:00,2025-01-03 00:15:00+00:00,new_york,16,2638.57,2647.42,2638.47,2643.91,2627.57,2602.59,24.980000000000018,19.85,16.34,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2643.87,m15_exact_open,2660.92,17.05,16.7,16.35,15.65,17.35,-1.38,480
66602,66603,66635,2025-01-03 07:00:00+00:00,2025-01-03 07:15:00+00:00,2025-01-03 15:15:00+00:00,london,7,2662.7,2663.18,2662.0,2662.66,2626.07,2621.79,4.2800000000002,37.11,36.59,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2662.65,m15_exact_open,2655.65,-7.0,-7.35,-7.7,-8.4,-1.21,12.68,480
66638,66639,66671,2025-01-03 16:00:00+00:00,2025-01-03 16:15:00+00:00,2025-01-05 23:00:00+00:00,new_york,16,2647.62,2651.48,2646.79,2648.99,2626.07,2621.79,4.2800000000002,25.41,22.92,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2649.0,m15_exact_open,2640.78,-8.22,-8.57,-8.92,-9.62,3.74,12.21,3285
66801,66802,66834,2025-01-07 07:30:00+00:00,2025-01-07 07:45:00+00:00,2025-01-07 15:45:00+00:00,london,7,2639.63,2644.47,2639.62,2643.7,2642.44,2638.9,3.5399999999999636,2.03,1.26,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2643.73,m15_exact_open,2661.27,17.54,17.19,16.84,16.14,18.41,5.59,480
66837,66838,66870,2025-01-07 16:30:00+00:00,2025-01-07 16:45:00+00:00,2025-01-08 00:45:00+00:00,new_york,16,2658.25,2660.84,2655.87,2660.82,2642.44,2638.9,3.5399999999999636,18.4,18.38,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2660.86,m15_exact_open,2651.07,-9.79,-10.14,-10.49,-11.19,0.64,18.68,480
