stage,family,candidate,side,horizon_bars,horizon_minutes,description,event_clock_n,raw_mean_bps,cost_stressed_mean_bps,slip16_mean_bps,median_cost_bps,win_rate_cost_pct,intraday_benchmark_cost_mean_bps,intraday_benchmark_cost_adjusted_residual_bps,train_n,oos_n,train_cost_mean_bps,oos_cost_mean_bps,train_win_rate_cost_pct,oos_win_rate_cost_pct,worst_quarter_cost_mean_bps,worst_quarter_slip16_mean_bps,positive_quarter_pct,quarters_n,worst_year_cost_mean_bps,positive_year_pct,years_n,top_quarter_event_share_pct,top_year_event_share_pct,ex2025_n,ex2025_cost_mean_bps,median_mae_bps,median_mfe_bps,touch_stop_35bps_pct,touch_stop_50bps_pct,oos_median_mae_bps,oos_touch_stop_35bps_pct,oos_touch_stop_50bps_pct,boot_p10_bps,boot_p50_bps,boot_prob_mean_gt_0_pct,promotion,EA,paper_live,live,classification,failed_reasons
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42D_INTRADAY_COMPRESSION_EXPANSION_CONFIRM,INTRADAY_COMP_EXPAND_LONG_C8H,LONG,32,480,Intraday compression followed by two-bar expansion confirmation with trend gate.,379,7.614528671497032,-0.3854713285029687,-16.38547132850297,-5.150049874128364,44.06332453825858,-5.207211879342069,4.821740550839101,265,114,-2.2883223059921693,4.037822610397368,42.26415094339623,48.24561403508772,-13.58409656719592,-29.584096567195918,41.17647058823529,17,-5.594226600241171,40.0,5,11.609498680738787,32.189973614775724,257,-3.7246278052275956,-25.97770409832556,32.809181798658656,36.147757255936675,24.538258575197887,-34.31202324746252,49.122807017543856,35.08771929824561,-3.896172768683452,-0.29398132094033147,46.400000000000006,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;worst_quarter_slip16_gt_minus20;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42D_INTRADAY_COMPRESSION_EXPANSION_CONFIRM,INTRADAY_COMP_EXPAND_LONG_C12H,LONG,32,480,Intraday compression followed by two-bar expansion confirmation with trend gate.,374,7.134377872946856,-0.865622127053145,-16.865622127053143,-5.197797394480334,44.6524064171123,-5.207211879342069,4.341589752288924,261,113,-1.345104505408001,0.2418548707399327,44.06130268199234,46.017699115044245,-14.614131987963837,-30.61413198796384,41.17647058823529,17,-9.491977144058755,40.0,5,12.032085561497325,31.550802139037433,256,-3.9373132084189555,-25.524104076372623,32.051103723791385,35.82887700534759,24.06417112299465,-38.779731127196456,53.09734513274337,38.05309734513274,-4.528841272524061,-0.8559721960478405,38.1,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;worst_quarter_slip16_gt_minus20;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42D_INTRADAY_COMPRESSION_EXPANSION_CONFIRM,INTRADAY_COMP_EXPAND_LONG_C4H,LONG,32,480,Intraday compression followed by two-bar expansion confirmation with trend gate.,510,6.487591014123393,-1.5124089858766065,-17.512408985876604,-6.557181994945919,42.94117647058823,-5.207211879342069,3.6948028934654626,357,153,-2.7223321350669023,1.3107450289007505,41.73669467787115,45.751633986928105,-15.877007794185912,-31.877007794185914,29.411764705882355,17,-5.503781286460695,40.0,5,9.411764705882353,28.431372549019606,365,-3.375043637488222,-26.034287678771697,28.590526364137283,36.470588235294116,23.52941176470588,-33.903682719547135,48.36601307189542,35.294117647058826,-4.803554463782279,-1.3829031259329265,30.3,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;worst_quarter_slip16_gt_minus20;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_SHORT_I35,SHORT,8,120,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,221,6.1967288069122475,-1.803271193087752,-17.80327119308775,-13.261403388985286,38.009049773755656,-8.699116538553762,6.895845345466009,154,67,-5.001802825149729,5.548577632845744,38.961038961038966,35.82089552238806,-21.22520050546944,-37.22520050546944,23.52941176470588,17,-7.88842481835527,20.0,5,16.289592760180994,29.86425339366516,155,-0.15480308088723294,-29.467990582209282,28.871051584735685,41.6289592760181,27.601809954751133,-41.6606750344084,55.223880597014926,43.28358208955223,-7.14940735683683,-1.815613818838303,33.6,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42D_INTRADAY_COMPRESSION_EXPANSION_CONFIRM,INTRADAY_COMP_EXPAND_SHORT_C24H,SHORT,32,480,Intraday compression followed by two-bar expansion confirmation with trend gate.,425,5.639229297960898,-2.360770702039102,-18.3607707020391,-8.613505965731953,44.23529411764706,-10.792788120657931,8.43201741861883,297,128,-5.372074354256399,4.626394803496347,43.09764309764309,46.875,-20.916805070596002,-36.916805070596,29.411764705882355,17,-10.408923082524252,20.0,5,8.0,26.823529411764707,333,-5.710077177923528,-30.073279095261807,37.719797033635146,42.58823529411765,30.352941176470587,-32.60759345270591,47.65625,38.28125,-7.09915351987208,-2.1832713947459483,26.900000000000002,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42D_INTRADAY_COMPRESSION_EXPANSION_CONFIRM,INTRADAY_COMP_EXPAND_LONG_C8H,LONG,16,240,Intraday compression followed by two-bar expansion confirmation with trend gate.,413,5.533631099282885,-2.466368900717116,-18.466368900717114,-4.991880055174917,44.30992736077482,-6.605797582228234,4.139428681511118,289,124,-2.0276409188480655,-3.4888881487828862,42.56055363321799,48.38709677419355,-12.572365907883079,-28.572365907883082,29.411764705882355,17,-7.16604272016396,40.0,5,12.106537530266344,33.41404358353511,275,-4.509702996106569,-20.97953329973756,24.09702129156477,29.297820823244553,14.769975786924938,-30.030298172775694,45.16129032258064,26.61290322580645,-5.289756698594057,-2.584306291055762,12.4,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42D_INTRADAY_COMPRESSION_EXPANSION_CONFIRM,INTRADAY_COMP_EXPAND_LONG_C24H,LONG,32,480,Intraday compression followed by two-bar expansion confirmation with trend gate.,566,5.1390540524540596,-2.860945947545941,-18.860945947545943,-4.5776616621770945,44.87632508833922,-5.207211879342069,2.3462659317961285,396,170,-2.5295615613264144,-3.6328766354455424,44.94949494949495,44.70588235294118,-21.68370512247873,-37.68370512247873,35.294117647058826,17,-15.763155764682637,20.0,5,8.657243816254418,27.915194346289752,408,-5.5527476498312165,-28.54930665444955,33.52338312678782,40.98939929328622,26.325088339222614,-38.20323885643684,52.352941176470594,37.05882352941177,-5.7993505626949595,-2.9067112219026896,13.900000000000002,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42F_MICROTREND_PULLBACK_HOLD,MICROTREND_PULLBACK_LONG_P8,LONG,32,480,Micro trend pullback to two-hour mean with hold confirmation.,950,5.062042326436955,-2.937957673563046,-18.937957673563044,-6.788282580691744,44.10526315789474,-5.207211879342069,2.2692542057790233,665,285,-4.970100189983279,1.8037081980841672,43.30827067669173,45.96491228070175,-19.510509508917046,-35.510509508917046,35.294117647058826,17,-9.94211210137186,20.0,5,7.157894736842104,25.263157894736842,712,-5.586450512514497,-33.109290515156985,37.55319767876908,48.421052631578945,32.421052631578945,-40.76869540174721,56.14035087719298,39.64912280701755,-5.428944742770107,-2.7692833637787553,8.9,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42F_MICROTREND_PULLBACK_HOLD,MICROTREND_PULLBACK_LONG_P15,LONG,32,480,Micro trend pullback to two-hour mean with hold confirmation.,1016,4.09940575139175,-3.9005942486082508,-19.90059424860825,-6.617919934829068,44.58661417322835,-5.207211879342069,1.3066176307338186,711,305,-4.908592103497806,-1.5508025278657125,44.303797468354425,45.24590163934426,-18.917555122005854,-34.91755512200585,35.294117647058826,17,-9.665607115822919,20.0,5,6.988188976377953,25.098425196850393,761,-6.3843855774300335,-33.418430824948004,36.61566373163838,48.72047244094488,32.08661417322835,-40.161239625191584,55.40983606557377,40.0,-6.503943589954865,-3.9661532333712888,1.6,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42D_INTRADAY_COMPRESSION_EXPANSION_CONFIRM,INTRADAY_COMP_EXPAND_SHORT_C24H,SHORT,16,240,Intraday compression followed by two-bar expansion confirmation with trend gate.,478,4.009484634503515,-3.990515365496484,-19.990515365496485,-7.263447673902294,40.37656903765691,-9.394202417771766,5.403687052275282,334,144,-6.997754537412149,2.9846088249190146,37.12574850299401,47.91666666666667,-24.691859468028532,-40.69185946802853,23.52941176470588,17,-9.446623627170148,20.0,5,7.322175732217573,26.778242677824267,370,-6.24839459977586,-20.829857205511004,23.94297537850365,27.19665271966527,16.10878661087866,-23.18623953402821,34.72222222222222,25.0,-7.296404403775609,-4.092300457523985,4.3,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42D_INTRADAY_COMPRESSION_EXPANSION_CONFIRM,INTRADAY_COMP_EXPAND_SHORT_C4H,SHORT,32,480,Intraday compression followed by two-bar expansion confirmation with trend gate.,413,3.775945843764268,-4.224054156235732,-20.22405415623573,-12.154003719505361,36.803874092009686,-10.792788120657931,6.5687339644222,289,124,-8.611303263947864,6.001066748028832,35.6401384083045,39.516129032258064,-15.864999943411464,-31.864999943411465,23.52941176470588,17,-9.53836618369927,20.0,5,8.232445520581114,26.150121065375302,320,-4.885201300247281,-25.767138565673253,29.292233320927785,35.351089588377725,23.24455205811138,-32.08851704806004,45.16129032258064,33.87096774193548,-8.576212767183636,-4.567185283335405,11.5,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42D_INTRADAY_COMPRESSION_EXPANSION_CONFIRM,INTRADAY_COMP_EXPAND_SHORT_C4H,SHORT,16,240,Intraday compression followed by two-bar expansion confirmation with trend gate.,443,3.6118665097365246,-4.388133490263474,-20.388133490263478,-9.492854395019894,34.76297968397291,-9.394202417771766,5.0060689275082915,310,133,-8.184937925541615,4.461561058129182,32.58064516129032,39.849624060150376,-15.77731679085685,-31.777316790856847,11.76470588235294,17,-10.662266200306108,20.0,5,7.900677200902935,25.95936794582393,338,-4.340385771467583,-18.652026585422867,20.156210632402694,25.5079006772009,16.02708803611738,-25.65426259775405,37.59398496240601,24.81203007518797,-7.298448482466704,-4.576140638503562,4.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42F_MICROTREND_PULLBACK_HOLD,MICROTREND_PULLBACK_SHORT_P8,SHORT,16,240,Micro trend pullback to two-hour mean with hold confirmation.,1077,3.5557500233407073,-4.444249976659293,-20.444249976659297,-7.623350139091871,40.66852367688023,-9.394202417771766,4.9499524411124725,753,324,-5.344646897895933,-2.3516608356371016,40.63745019920319,40.74074074074074,-9.045354765290346,-25.045354765290348,11.76470588235294,17,-5.792559876738094,20.0,5,8.449396471680593,26.27669452181987,851,-4.72073645541472,-24.56391281365655,26.266646257462334,32.776230269266485,19.127205199628598,-29.60560689589331,43.51851851851852,27.160493827160494,-6.4136210921708,-4.413105561580993,0.5,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42D_INTRADAY_COMPRESSION_EXPANSION_CONFIRM,INTRADAY_COMP_EXPAND_SHORT_C12H,SHORT,4,60,Intraday compression followed by two-bar expansion confirmation with trend gate.,320,3.547197661319931,-4.452802338680069,-20.452802338680065,-7.887293141929145,30.312499999999996,-8.352158956279048,3.899356617598979,224,96,-7.743160803015407,3.224700744769054,29.017857142857146,33.33333333333333,-13.589611831715136,-29.58961183171514,17.647058823529413,17,-11.007057814197653,40.0,5,9.6875,25.937500000000004,237,-6.315117942753272,-9.422071059930204,10.952038714107104,9.375,3.75,-14.747928600867821,16.666666666666664,9.375,-7.074600398599057,-4.42906482440538,1.9,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42F_MICROTREND_PULLBACK_HOLD,MICROTREND_PULLBACK_SHORT_P15,SHORT,16,240,Micro trend pullback to two-hour mean with hold confirmation.,1137,3.543254303424871,-4.456745696575129,-20.456745696575126,-8.0,40.105540897097626,-9.394202417771766,4.937456721196637,795,342,-5.705624643140913,-1.55364989973361,40.0,40.35087719298245,-9.525136514021597,-25.525136514021597,23.52941176470588,17,-6.6949419167224455,0.0,5,8.091468777484609,26.47317502198769,892,-5.008462691470639,-24.630626131042497,26.254288100258094,32.629727352682494,18.557607739665787,-29.203651802818808,42.39766081871345,26.31578947368421,-6.334423619808195,-4.521698588004158,0.3,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42F_MICROTREND_PULLBACK_HOLD,MICROTREND_PULLBACK_SHORT_P8,SHORT,32,480,Micro trend pullback to two-hour mean with hold confirmation.,777,3.5322463069644576,-4.467753693035543,-20.46775369303554,-8.185955984217667,43.62934362934363,-10.792788120657931,6.325034427622389,543,234,-7.798470226053058,3.2612167233256173,43.462246777163905,44.01709401709402,-16.148051333978174,-32.148051333978174,23.52941176470588,17,-10.195771647760575,20.0,5,8.108108108108109,25.74002574002574,615,-5.349637693563674,-34.11642770772105,37.10165243294039,48.9060489060489,35.13513513513514,-42.44729912549927,58.54700854700855,41.452991452991455,-7.819897288582566,-4.630792205039459,3.5999999999999996,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42F_MICROTREND_PULLBACK_HOLD,MICROTREND_PULLBACK_LONG_P40,LONG,32,480,Micro trend pullback to two-hour mean with hold confirmation.,1054,3.531494704831161,-4.468505295168839,-20.46850529516884,-7.363700959219559,44.11764705882353,-5.207211879342069,0.7387065841732303,737,317,-4.979432270424134,-3.2806403716257733,43.82632293080054,44.79495268138801,-16.824708813861793,-32.82470881386179,35.294117647058826,17,-9.618639129792596,20.0,5,7.020872865275142,24.952561669829223,791,-6.459536905761992,-34.598552664498186,36.35018500013909,49.62049335863378,32.542694497153704,-40.76869540174721,56.782334384858046,40.694006309148264,-6.94762318288688,-4.4145024458308955,1.2,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42F_MICROTREND_PULLBACK_HOLD,MICROTREND_PULLBACK_LONG_P25,LONG,32,480,Micro trend pullback to two-hour mean with hold confirmation.,1047,3.456243848190812,-4.5437561518091885,-20.54375615180919,-7.416110540579883,43.935052531041066,-5.207211879342069,0.663455727532881,732,315,-5.044207894867272,-3.380801625083738,43.5792349726776,44.761904761904766,-16.824708813861793,-32.82470881386179,35.294117647058826,17,-9.950742784591078,20.0,5,6.972301814708691,25.02387774594078,785,-6.644008238191651,-34.49120265926031,36.2615679827516,49.47468958930277,32.664756446991404,-40.76869540174721,56.507936507936506,40.95238095238095,-7.0131486594576655,-4.6081107264540435,0.8,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42D_INTRADAY_COMPRESSION_EXPANSION_CONFIRM,INTRADAY_COMP_EXPAND_LONG_C4H,LONG,16,240,Intraday compression followed by two-bar expansion confirmation with trend gate.,555,3.2742155258253374,-4.725784474174662,-20.725784474174663,-7.028140725223501,40.18018018018018,-6.605797582228234,1.8800131080535722,388,167,-4.532605048365543,-5.174608529347946,38.659793814432994,43.712574850299404,-14.906119742019259,-30.90611974201926,17.647058823529413,17,-9.011005875455936,0.0,5,9.00900900900901,28.28828828828829,398,-6.170534848744275,-20.301799159442304,21.306214989678107,28.28828828828829,15.135135135135137,-25.995285489787136,40.119760479041915,23.952095808383234,-7.058835516147692,-4.6372972547273825,0.2,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42F_MICROTREND_PULLBACK_HOLD,MICROTREND_PULLBACK_SHORT_P40,SHORT,16,240,Micro trend pullback to two-hour mean with hold confirmation.,1178,3.144692901075912,-4.855307098924088,-20.855307098924087,-8.671449239330046,39.55857385398981,-9.394202417771766,4.538895318847677,824,354,-5.494869573552164,-3.366608005439524,39.68446601941748,39.26553672316384,-11.275251046614619,-27.275251046614617,11.76470588235294,17,-6.229097685042618,0.0,5,7.979626485568761,25.97623089983022,920,-5.331798253958204,-24.99292469028136,26.269020761273687,33.3616298811545,18.930390492359933,-29.60560689589331,43.78531073446328,27.683615819209038,-6.959113352355188,-4.952714538667714,0.1,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42F_MICROTREND_PULLBACK_HOLD,MICROTREND_PULLBACK_SHORT_P25,SHORT,16,240,Micro trend pullback to two-hour mean with hold confirmation.,1167,3.136270994380687,-4.863729005619313,-20.863729005619312,-8.654136322009169,39.67437874892888,-9.394202417771766,4.530473412152452,816,351,-5.905613898035159,-2.441569255729483,39.58333333333333,39.88603988603989,-10.234855860078675,-26.23485586007867,23.52941176470588,17,-6.362506217443067,0.0,5,8.05484147386461,26.221079691516707,915,-5.536571197900209,-24.75118394129283,26.254288100258094,33.33333333333333,18.851756640959728,-28.905031757502364,43.01994301994302,27.065527065527068,-6.966808811903725,-5.039099940471159,0.1,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_LONG_I20,LONG,32,480,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,592,3.1346394388004404,-4.865360561199559,-20.865360561199562,-7.173945200534597,45.608108108108105,-5.207211879342069,0.3418513181425107,414,178,-2.1889627229902144,-11.090240926472982,44.20289855072464,48.87640449438202,-36.80448946696993,-52.80448946696993,35.294117647058826,17,-22.749037006483782,20.0,5,8.614864864864865,29.56081081081081,417,-6.822609818870007,-41.85241508414261,43.650524168346024,58.27702702702703,42.567567567567565,-52.7431519464594,65.1685393258427,51.12359550561798,-9.554511296455285,-4.864443378255831,8.1,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42D_INTRADAY_COMPRESSION_EXPANSION_CONFIRM,INTRADAY_COMP_EXPAND_SHORT_C24H,SHORT,8,120,Intraday compression followed by two-bar expansion confirmation with trend gate.,522,3.1076307576697015,-4.8923692423302985,-20.8923692423303,-8.291115335653291,35.63218390804598,-8.699116538553762,3.806747296223463,365,157,-7.3558751900704955,0.8348898081485069,33.42465753424658,40.76433121019109,-18.642876245918135,-34.64287624591813,23.52941176470588,17,-8.573558397633237,20.0,5,8.045977011494253,26.62835249042146,405,-6.538671417642657,-14.193863772506422,14.622301882881716,14.367816091954023,6.896551724137931,-22.29647792737599,27.388535031847134,15.92356687898089,-7.063523999669483,-4.971325013561433,0.6,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_REJECT_SHORT_TOL35,SHORT,16,240,NY-overlap rejection below London morning range low.,423,3.0964676109651603,-4.903532389034839,-20.903532389034844,-11.682618042837316,40.42553191489361,-9.394202417771766,4.490670028736926,296,127,-5.357609799062814,-3.845210236528694,40.2027027027027,40.94488188976378,-23.204130141192493,-39.20413014119249,29.411764705882355,17,-9.12950376381162,20.0,5,8.274231678486997,24.113475177304963,328,-3.679546777437907,-35.9426875728408,31.810874704492065,50.82742316784869,32.62411347517731,-45.3133892559332,62.20472440944882,46.45669291338583,-8.737975802464247,-5.005413389082593,4.8,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_REJECT_SHORT_TOL20,SHORT,16,240,NY-overlap rejection below London morning range low.,406,3.062313483853788,-4.937686516146211,-20.93768651614621,-11.36306162953326,40.14778325123153,-9.394202417771766,4.456515901625554,284,122,-5.90387261105144,-2.6885320001373185,39.7887323943662,40.98360655737705,-23.204130141192493,-39.20413014119249,29.411764705882355,17,-11.463352011752054,20.0,5,8.374384236453201,24.38423645320197,316,-4.034460116184734,-36.26622333111173,32.230259453543965,51.231527093596064,33.004926108374384,-45.39155697652342,63.114754098360656,46.72131147540984,-8.939542707163264,-5.058137472067559,5.3,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_ACCEPT_LONG_TOL10,LONG,32,480,NY-overlap acceptance above London morning range high.,421,2.9336280247312545,-5.066371975268745,-21.06637197526874,-5.551406852795974,46.55581947743468,-5.207211879342069,0.14083990407332436,294,127,-5.785408397498277,-3.401830966327938,44.89795918367347,50.39370078740157,-46.2669514699289,-62.2669514699289,29.411764705882355,17,-12.79542656752928,20.0,5,8.788598574821853,28.26603325415677,303,-5.922903930827275,-43.71321782091098,44.47887810669293,61.04513064133017,44.655581947743464,-41.58494314049022,63.77952755905512,44.881889763779526,-10.05829930222453,-4.873772531219738,8.9,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
