trades,total_x4,pf_x4,median_x4,wr,dd_x4,variant,period_type,period,start_utc,end_utc
5,-126.12,0.227016,-7.56,0.4,-155.6,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2022Q4,2022-10-11T14:00:00+00:00,2022-12-29T16:00:00+00:00
8,-262.64,0.024368,-22.56,0.125,-262.64,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2023Q1,2023-01-23T20:00:00+00:00,2023-03-28T15:00:00+00:00
9,44.8,1.866873,2.72,0.555556,-38.28,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2023Q2,2023-04-19T17:00:00+00:00,2023-06-29T17:00:00+00:00
7,-20.88,0.681707,-8.52,0.428571,-57.08,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2023Q3,2023-07-17T21:00:00+00:00,2023-09-14T17:00:00+00:00
4,-72.36,0.158605,-8.42,0.5,-86.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2023Q4,2023-10-24T20:00:00+00:00,2023-11-20T18:00:00+00:00
7,-169.16,0.0,-10.0,0.0,-169.16,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2024Q1,2024-01-08T17:00:00+00:00,2024-03-20T15:00:00+00:00
8,-229.4,0.094998,-19.62,0.125,-229.4,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2024Q2,2024-04-15T14:00:00+00:00,2024-06-18T16:00:00+00:00
6,-76.8,0.123288,-11.8,0.166667,-76.8,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2024Q3,2024-07-30T20:00:00+00:00,2024-09-09T15:00:00+00:00
10,41.48,1.32215,12.06,0.5,-88.92,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2024Q4,2024-10-03T17:00:00+00:00,2024-12-17T20:00:00+00:00
3,-7.8,0.663212,-5.48,0.333333,-23.16,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2025Q1,2025-01-14T17:00:00+00:00,2025-03-06T16:00:00+00:00
11,86.68,1.303204,-9.96,0.454545,-132.36,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2025Q2,2025-04-03T17:00:00+00:00,2025-06-27T19:00:00+00:00
5,88.36,33.014493,10.6,0.8,-2.76,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2025Q3,2025-07-17T19:00:00+00:00,2025-09-25T21:00:00+00:00
5,115.88,1.836558,20.72,0.6,-70.04,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2025Q4,2025-10-28T17:00:00+00:00,2025-12-31T16:00:00+00:00
3,76.52,1.315157,-121.4,0.333333,-121.4,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2026Q1,2026-02-02T14:00:00+00:00,2026-03-23T14:00:00+00:00
10,667.04,3.248955,32.24,0.6,-121.4,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,quarter,2026Q2,2026-04-17T16:00:00+00:00,2026-06-08T15:00:00+00:00
2,-85.24,0.0,-42.62,0.0,-85.24,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2022-05,2022-05-16T15:00:00+00:00,2022-05-26T16:00:00+00:00
3,-12.28,0.757886,-16.0,0.333333,-50.72,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2022-06,2022-06-01T16:00:00+00:00,2022-06-30T15:00:00+00:00
3,-26.28,0.50076,0.88,0.666667,-52.64,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2022-07,2022-07-11T16:00:00+00:00,2022-07-21T15:00:00+00:00
3,43.0,999.0,4.88,1.0,0.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2022-08,2022-08-22T17:00:00+00:00,2022-08-31T17:00:00+00:00
1,65.36,999.0,65.36,1.0,0.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2022-09,2022-09-26T16:00:00+00:00,2022-09-26T16:00:00+00:00
2,-109.96,0.094234,-54.98,0.5,-121.4,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2022-10,2022-10-11T14:00:00+00:00,2022-10-21T16:00:00+00:00
1,-34.2,0.0,-34.2,0.0,-34.2,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2022-11,2022-11-03T20:00:00+00:00,2022-11-03T20:00:00+00:00
2,18.04,3.386243,9.02,0.5,-7.56,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2022-12,2022-12-06T14:00:00+00:00,2022-12-29T16:00:00+00:00
2,-23.16,0.220727,-11.58,0.5,-29.72,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2023-01,2023-01-23T20:00:00+00:00,2023-01-27T14:00:00+00:00
3,-60.4,0.0,-8.76,0.0,-60.4,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2023-02,2023-02-17T15:00:00+00:00,2023-02-27T16:00:00+00:00
3,-179.08,0.0,-42.28,0.0,-179.08,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2023-03,2023-03-22T16:00:00+00:00,2023-03-28T15:00:00+00:00
2,-17.08,0.0,-8.54,0.0,-17.08,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2023-04,2023-04-19T17:00:00+00:00,2023-04-27T21:00:00+00:00
3,-2.16,0.93617,12.64,0.666667,-33.84,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2023-05,2023-05-08T15:00:00+00:00,2023-05-29T15:00:00+00:00
4,64.04,85.263158,4.6,0.75,-0.76,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2023-06,2023-06-14T15:00:00+00:00,2023-06-29T17:00:00+00:00
2,-36.44,0.0,-18.22,0.0,-36.44,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2023-07,2023-07-17T21:00:00+00:00,2023-07-28T14:00:00+00:00
2,-0.48,0.976744,-0.24,0.5,-20.64,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2023-08,2023-08-04T16:00:00+00:00,2023-08-15T17:00:00+00:00
3,16.04,2.882629,12.04,0.666667,-8.52,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2023-09,2023-09-12T21:00:00+00:00,2023-09-14T17:00:00+00:00
1,2.88,999.0,2.88,1.0,0.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2023-10,2023-10-24T20:00:00+00:00,2023-10-24T20:00:00+00:00
3,-75.24,0.125116,-19.72,0.333333,-86.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2023-11,2023-11-01T14:00:00+00:00,2023-11-20T18:00:00+00:00
2,-12.84,0.0,-6.42,0.0,-12.84,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2024-01,2024-01-08T17:00:00+00:00,2024-01-25T16:00:00+00:00
3,-24.92,0.0,-7.12,0.0,-24.92,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2024-02,2024-02-05T21:00:00+00:00,2024-02-14T19:00:00+00:00
2,-131.4,0.0,-65.7,0.0,-131.4,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2024-03,2024-03-19T19:00:00+00:00,2024-03-20T15:00:00+00:00
2,-128.2,0.0,-64.1,0.0,-128.2,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2024-04,2024-04-15T14:00:00+00:00,2024-04-23T16:00:00+00:00
3,3.04,1.144487,-1.76,0.333333,-21.04,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2024-05,2024-05-08T14:00:00+00:00,2024-05-30T16:00:00+00:00
3,-104.24,0.0,-22.44,0.0,-104.24,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2024-06,2024-06-03T15:00:00+00:00,2024-06-18T16:00:00+00:00
1,-12.0,0.0,-12.0,0.0,-12.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2024-07,2024-07-30T20:00:00+00:00,2024-07-30T20:00:00+00:00
3,-9.36,0.535714,-8.56,0.333333,-11.6,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2024-08,2024-08-05T20:00:00+00:00,2024-08-28T17:00:00+00:00
2,-55.44,0.0,-27.72,0.0,-55.44,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2024-09,2024-09-04T14:00:00+00:00,2024-09-09T15:00:00+00:00
4,-81.24,0.316392,-21.2,0.25,-88.92,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2024-10,2024-10-03T17:00:00+00:00,2024-10-25T15:00:00+00:00
4,97.0,13.247475,28.6,0.75,-7.92,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2024-11,2024-11-04T15:00:00+00:00,2024-11-26T14:00:00+00:00
2,25.72,13.86,12.86,0.5,-2.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2024-12,2024-12-02T15:00:00+00:00,2024-12-17T20:00:00+00:00
1,-5.48,0.0,-5.48,0.0,-5.48,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2025-01,2025-01-14T17:00:00+00:00,2025-01-14T17:00:00+00:00
1,-17.68,0.0,-17.68,0.0,-17.68,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2025-02,2025-02-26T17:00:00+00:00,2025-02-26T17:00:00+00:00
1,15.36,999.0,15.36,1.0,0.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2025-03,2025-03-06T16:00:00+00:00,2025-03-06T16:00:00+00:00
3,7.08,1.05349,-10.96,0.333333,-132.36,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2025-04,2025-04-03T17:00:00+00:00,2025-04-30T17:00:00+00:00
3,160.76,4.084421,13.56,0.666667,-52.12,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2025-05,2025-05-01T15:00:00+00:00,2025-05-12T16:00:00+00:00
5,-81.16,0.199606,-9.96,0.4,-101.4,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2025-06,2025-06-19T14:00:00+00:00,2025-06-27T19:00:00+00:00
2,7.84,3.84058,3.92,0.5,-2.76,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2025-07,2025-07-17T19:00:00+00:00,2025-07-24T17:00:00+00:00
1,11.04,999.0,11.04,1.0,0.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2025-08,2025-08-11T20:00:00+00:00,2025-08-11T20:00:00+00:00
2,69.48,999.0,34.74,1.0,0.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2025-09,2025-09-18T14:00:00+00:00,2025-09-25T21:00:00+00:00
1,-70.04,0.0,-70.04,0.0,-70.04,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2025-10,2025-10-28T17:00:00+00:00,2025-10-28T17:00:00+00:00
1,20.72,999.0,20.72,1.0,0.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2025-11,2025-11-21T15:00:00+00:00,2025-11-21T15:00:00+00:00
3,165.2,3.412383,46.44,0.666667,-68.48,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2025-12,2025-12-16T16:00:00+00:00,2025-12-31T16:00:00+00:00
1,-121.4,0.0,-121.4,0.0,-121.4,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2026-02,2026-02-02T14:00:00+00:00,2026-02-02T14:00:00+00:00
2,197.92,2.630313,98.96,0.5,-121.4,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2026-03,2026-03-13T14:00:00+00:00,2026-03-23T14:00:00+00:00
3,497.92,999.0,121.08,1.0,0.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2026-04,2026-04-17T16:00:00+00:00,2026-04-28T20:00:00+00:00
5,118.72,1.418146,-41.12,0.4,-121.4,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2026-05,2026-05-12T14:00:00+00:00,2026-05-28T15:00:00+00:00
2,50.4,4.974763,25.2,0.5,-12.68,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool4_ny_only,month,2026-06,2026-06-03T14:00:00+00:00,2026-06-08T15:00:00+00:00
27,-33.76,0.924501,-7.44,0.481481,-155.6,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,year,2022,2022-05-11T18:00:00+00:00,2022-12-16T16:00:00+00:00
34,53.88,1.19716,3.44,0.529412,-156.84,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,year,2023,2023-01-27T14:00:00+00:00,2023-12-06T17:00:00+00:00
37,-379.44,0.436732,-8.76,0.243243,-467.28,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,year,2024,2024-01-08T17:00:00+00:00,2024-12-17T20:00:00+00:00
33,218.28,1.253602,-9.96,0.454545,-236.88,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,year,2025,2025-02-26T17:00:00+00:00,2025-12-31T16:00:00+00:00
17,701.76,1.897162,1.4,0.529412,-302.96,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,year,2026,2026-02-02T14:00:00+00:00,2026-06-08T15:00:00+00:00
9,-36.0,0.781977,-16.0,0.333333,-130.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2022Q2,2022-05-11T18:00:00+00:00,2022-06-30T15:00:00+00:00
10,42.08,1.454231,0.82,0.6,-52.64,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2022Q3,2022-07-03T23:00:00+00:00,2022-09-26T16:00:00+00:00
8,-39.84,0.789652,0.24,0.5,-155.6,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2022Q4,2022-10-11T14:00:00+00:00,2022-12-16T16:00:00+00:00
7,-52.08,0.549169,-8.76,0.285714,-115.52,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2023Q1,2023-01-27T14:00:00+00:00,2023-03-28T15:00:00+00:00
12,55.24,1.611062,4.6,0.583333,-41.32,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2023Q2,2023-04-11T19:00:00+00:00,2023-06-29T17:00:00+00:00
9,50.48,2.098346,10.16,0.666667,-31.88,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2023Q3,2023-07-28T14:00:00+00:00,2023-09-25T15:00:00+00:00
6,0.24,1.011215,1.7,0.5,-21.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2023Q4,2023-11-01T14:00:00+00:00,2023-12-06T17:00:00+00:00
11,-162.12,0.121396,-7.12,0.181818,-162.12,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2024Q1,2024-01-08T17:00:00+00:00,2024-03-20T15:00:00+00:00
10,-187.48,0.167348,-13.78,0.2,-216.2,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2024Q2,2024-04-23T16:00:00+00:00,2024-06-24T21:00:00+00:00
4,-87.76,0.0,-20.0,0.0,-87.76,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2024Q3,2024-07-23T14:00:00+00:00,2024-09-04T14:00:00+00:00
12,57.92,1.328717,-3.18,0.416667,-105.88,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2024Q4,2024-10-03T17:00:00+00:00,2024-12-17T20:00:00+00:00
3,-77.92,0.145989,-17.68,0.333333,-91.24,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2025Q1,2025-02-26T17:00:00+00:00,2025-03-25T15:00:00+00:00
19,213.08,1.385707,-9.96,0.473684,-158.96,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2025Q2,2025-04-03T17:00:00+00:00,2025-06-30T19:00:00+00:00
5,-3.0,0.916944,1.64,0.6,-36.12,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2025Q3,2025-07-09T17:00:00+00:00,2025-08-21T15:00:00+00:00
6,86.12,1.476011,-21.2,0.333333,-112.44,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2025Q4,2025-10-23T17:00:00+00:00,2025-12-31T16:00:00+00:00
5,644.4,3.654036,144.4,0.6,-121.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2026Q1,2026-02-02T14:00:00+00:00,2026-03-23T14:00:00+00:00
12,57.36,1.10634,-5.64,0.5,-181.56,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,quarter,2026Q2,2026-04-07T20:00:00+00:00,2026-06-08T15:00:00+00:00
3,-106.96,0.0,-21.72,0.0,-106.96,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2022-05,2022-05-11T18:00:00+00:00,2022-05-26T16:00:00+00:00
6,70.96,2.220083,9.14,0.5,-34.72,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2022-06,2022-06-01T16:00:00+00:00,2022-06-30T15:00:00+00:00
4,-35.24,0.427922,-4.04,0.5,-52.64,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2022-07,2022-07-03T23:00:00+00:00,2022-07-21T15:00:00+00:00
3,43.0,999.0,4.88,1.0,0.0,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2022-08,2022-08-22T17:00:00+00:00,2022-08-31T17:00:00+00:00
3,34.32,2.10567,-9.28,0.333333,-31.04,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2022-09,2022-09-16T17:00:00+00:00,2022-09-26T16:00:00+00:00
5,-8.4,0.936537,11.44,0.6,-121.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2022-10,2022-10-11T14:00:00+00:00,2022-10-21T16:00:00+00:00
1,-34.2,0.0,-34.2,0.0,-34.2,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2022-11,2022-11-03T20:00:00+00:00,2022-11-03T20:00:00+00:00
2,2.76,1.120841,1.38,0.5,-22.84,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2022-12,2022-12-06T14:00:00+00:00,2022-12-16T16:00:00+00:00
1,6.56,999.0,6.56,1.0,0.0,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2023-01,2023-01-27T14:00:00+00:00,2023-01-27T14:00:00+00:00
4,-3.52,0.941722,-5.16,0.25,-60.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2023-02,2023-02-16T20:00:00+00:00,2023-02-27T16:00:00+00:00
2,-55.12,0.0,-27.56,0.0,-55.12,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2023-03,2023-03-09T16:00:00+00:00,2023-03-28T15:00:00+00:00
3,-41.32,0.185973,-12.84,0.333333,-41.32,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2023-04,2023-04-11T19:00:00+00:00,2023-04-19T17:00:00+00:00
5,32.52,1.83642,14.44,0.6,-38.88,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2023-05,2023-05-01T15:00:00+00:00,2023-05-29T15:00:00+00:00
4,64.04,85.263158,4.6,0.75,-0.76,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2023-06,2023-06-14T15:00:00+00:00,2023-06-29T17:00:00+00:00
2,-11.24,0.330952,-5.62,0.5,-16.8,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2023-07,2023-07-28T14:00:00+00:00,2023-07-31T16:00:00+00:00
2,-0.48,0.976744,-0.24,0.5,-20.64,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2023-08,2023-08-04T16:00:00+00:00,2023-08-15T17:00:00+00:00
5,62.2,8.300469,12.04,0.8,-8.52,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2023-09,2023-09-12T21:00:00+00:00,2023-09-25T15:00:00+00:00
5,-3.92,0.816822,-0.76,0.4,-21.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2023-11,2023-11-01T14:00:00+00:00,2023-11-14T16:00:00+00:00
1,4.16,999.0,4.16,1.0,0.0,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2023-12,2023-12-06T17:00:00+00:00,2023-12-06T17:00:00+00:00
3,-26.04,0.0,-10.28,0.0,-26.04,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2024-01,2024-01-08T17:00:00+00:00,2024-01-25T16:00:00+00:00
5,5.84,1.352657,-3.12,0.4,-10.24,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2024-02,2024-02-02T21:00:00+00:00,2024-02-15T15:00:00+00:00
3,-141.92,0.0,-10.52,0.0,-141.92,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2024-03,2024-03-14T22:00:00+00:00,2024-03-20T15:00:00+00:00
1,-6.8,0.0,-6.8,0.0,-6.8,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2024-04,2024-04-23T16:00:00+00:00,2024-04-23T16:00:00+00:00
4,-95.84,0.085496,-10.0,0.25,-103.04,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2024-05,2024-05-01T18:00:00+00:00,2024-05-30T16:00:00+00:00
5,-84.84,0.252906,-19.96,0.2,-113.56,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2024-06,2024-06-03T15:00:00+00:00,2024-06-24T21:00:00+00:00
1,-8.76,0.0,-8.76,0.0,-8.76,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2024-07,2024-07-23T14:00:00+00:00,2024-07-23T14:00:00+00:00
2,-50.6,0.0,-25.3,0.0,-50.6,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2024-08,2024-08-05T20:00:00+00:00,2024-08-23T14:00:00+00:00
1,-28.4,0.0,-28.4,0.0,-28.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2024-09,2024-09-04T14:00:00+00:00,2024-09-04T14:00:00+00:00
5,10.36,1.087176,-12.48,0.4,-88.92,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2024-10,2024-10-03T17:00:00+00:00,2024-10-25T15:00:00+00:00
6,49.56,1.895231,10.88,0.5,-43.08,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2024-11,2024-11-04T15:00:00+00:00,2024-11-26T14:00:00+00:00
1,-2.0,0.0,-2.0,0.0,-2.0,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2024-12,2024-12-17T20:00:00+00:00,2024-12-17T20:00:00+00:00
1,-17.68,0.0,-17.68,0.0,-17.68,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h6_cool1_ny_only,month,2025-02,2025-02-26T17:00:00+00:00,2025-02-26T17:00:00+00:00
